Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M,Annuale,Biennale,Triennale
7177,C,C,Santiago,Verona,2,2,0,2,2,0,2,2,2,5,10
7165,C,M;C,Liteta,Cagliari,1,1,0,1,1,0,6,8,2,5,10
2553,C,T,Alli,Como,1,1,0,1,1,0,1,1,2,5,10
5516,C,M;C,Bianco,Fiorentina,1,1,0,1,1,0,2,3,2,5,10
5674,C,C,Basic,Lazio,1,1,0,1,1,0,1,1,2,5,10
6410,C,M;C,Kaba,Lecce,1,1,0,1,1,0,2,2,2,5,10
6645,C,T,Marchwinski,Lecce,1,1,0,1,1,0,2,2,2,5,10
7147,C,M;C,Hojholt,Pisa,1,1,0,1,1,0,2,2,2,5,10
7151,C,W;T,Arena,Pisa,1,1,0,1,1,0,1,1,2,5,10
7157,C,C,Iannoni,Sassuolo,1,1,0,1,1,0,7,7,2,5,10
2076,C,M;C,Rog,Cagliari,1,1,0,1,1,0,1,1,2,5,10
6677,C,C;T,Adzic,Juventus,1,1,0,1,1,0,1,1,2,5,10
6005,C,C;T,Ilkhan,Torino,1,1,0,1,1,0,1,1,15,25,40
2764,A,Pc,Martinez L.,Inter,34,34,0,34,34,0,380,380,15,25,40
2097,A,Pc,Kean,Fiorentina,33,33,0,33,33,0,371,371,15,25,40
2531,A,Pc,Lukaku,Napoli,31,31,0,31,31,0,200,200,15,25,40
4730,A,A,Lookman,Atalanta,29,29,0,30,30,0,100,100,15,25,40
4871,A,Pc,Thuram,Inter,29,29,0,29,29,0,310,310,15,25,40
5544,A,Pc,David,Juventus,27,27,0,27,27,0,283,283,15,25,40
309,A,A,Dybala,Roma,26,26,0,27,27,0,240,240,15,25,40
7008,A,Pc,Gimenez,Milan,25,25,0,25,25,0,206,206,15,25,40
6434,A,A,Yildiz,Juventus,24,24,0,25,25,0,243,243,5,12,20
2841,A,Pc,Vlahovic,Juventus,24,24,0,24,24,0,103,103,5,12,20
4510,A,A,Leao,Milan,24,24,0,24,24,0,239,239,5,12,20
5995,A,A,De Ketelaere,Atalanta,22,22,0,23,23,0,162,162,5,12,20
6226,A,Pc,Castellanos,Lazio,21,21,0,21,21,0,160,160,5,12,20
6675,A,Pc,Dovbyk,Roma,21,21,0,21,21,0,137,137,5,12,20
531,A,A,Berardi,Sassuolo,21,21,0,21,21,0,141,141,5,12,20
5672,A,Pc,Dia,Lazio,20,20,0,20,20,0,104,104,5,12,20
6435,A,Pc,Krstovic,Atalanta,20,20,0,20,20,0,144,144,5,12,20
5734,A,A,Soulè,Roma,20,20,0,21,21,0,123,128,5,12,20
608,A,Pc,Zapata D.,Torino,20,20,0,20,20,0,90,87,5,12,20
2137,A,Pc,Scamacca,Atalanta,19,19,0,19,19,0,122,122,5,12,20
6572,A,Pc,Castro S.,Bologna,19,19,0,19,19,0,121,121,5,12,20
785,A,Pc,Immobile,Bologna,19,19,0,19,19,0,135,135,5,12,20
7120,A,A,Lang,Napoli,19,19,0,20,20,0,66,66,5,12,20
6365,A,Pc,Ferguson E.,Roma,19,19,0,19,19,0,128,128,5,12,20
313,A,Pc,Morata,Como,18,18,0,18,18,0,84,81,5,12,20
4359,A,Pc,Piccoli,Cagliari,17,17,0,17,17,0,86,83,5,12,20
6967,A,W;A,Diao,Como,17,17,0,18,18,0,85,85,5,12,20
2038,A,Pc,Pinamonti,Sassuolo,16,16,0,16,16,0,72,69,5,12,20
647,A,Pc,Dzeko,Fiorentina,15,15,0,15,15,0,59,56,5,12,20
6215,A,Pc,Lucca,Napoli,15,15,0,14,14,0,121,121,5,12,20
6060,A,A,Laurientè,Sassuolo,15,15,0,15,15,0,49,52,5,12,20
7128,A,W;A,Kuhn,Como,14,14,0,15,15,0,37,40,5,12,20
6646,A,A,Adams C.,Torino,14,14,0,14,14,0,68,68,5,12,20
2489,A,A,Pedro,Lazio,13,13,0,13,13,0,40,40,5,12,20
7023,A,Pc,Pellegrino M.,Parma,13,13,0,12,12,0,70,67,5,12,20
5297,A,A,Luvumbo,Cagliari,12,12,0,12,12,0,18,18,5,12,20
4923,A,Pc,Colombo,Genoa,12,12,0,11,11,0,43,40,5,12,20
6164,A,Pc,Vitinha O.,Genoa,12,12,0,11,11,0,24,21,5,12,20
4179,A,W;A,Gonzalez N.,Juventus,12,12,0,12,12,0,27,30,5,12,20
6519,A,Pc,Camarda,Lecce,12,12,0,12,12,0,28,25,5,12,20
5637,A,Pc,Davis K.,Udinese,12,12,0,11,11,0,40,37,5,12,20
5336,A,Pc,Nzola,Pisa,12,12,0,12,12,0,29,26,5,12,20
4436,A,A,Cambiaghi,Bologna,11,11,0,11,11,0,25,25,2,5,10
6643,A,Pc,Dallinga,Bologna,10,10,0,10,10,0,13,10,2,5,10
2155,A,Pc,Cutrone,Como,10,10,0,10,10,0,13,10,2,5,10
5918,A,A,Sulemana K.,Atalanta,9,9,0,9,9,0,21,21,2,5,10
6895,A,W;A,Dominguez B.,Bologna,9,9,0,9,9,0,17,20,2,5,10
5471,A,Pc,Djuric,Parma,9,9,0,8,8,0,18,15,2,5,10
6145,A,A,Ngonge,Torino,9,9,0,9,9,0,20,20,2,5,10
7183,A,A,Aboukhlal,Torino,9,9,0,9,9,0,15,15,2,5,10
7017,A,Pc,Douvikas,Como,8,8,0,7,7,0,30,27,2,5,10
5512,A,Pc,De Luca,Cremonese,8,8,0,7,7,0,16,13,2,5,10
2061,A,Pc,Simeone,Torino,8,8,0,7,7,0,29,26,2,5,10
6159,A,A,Sarr A.,Verona,8,8,0,8,8,0,24,24,2,5,10
6229,A,Pc,Tourè E.,Atalanta,7,7,0,6,6,0,9,9,2,5,10
7127,A,W;A,Addai,Como,7,7,0,7,7,0,18,21,2,5,10
5496,A,A,Johnsen,Cremonese,7,7,0,7,7,0,12,12,2,5,10
6409,A,A,Beltran L.,Fiorentina,7,7,0,7,7,0,10,10,2,5,10
4463,A,A,Esposito Se.,Cagliari,7,7,0,7,7,0,70,70,2,5,10
7071,A,Pc,Esposito F.P.,Inter,7,7,0,7,7,0,16,13,2,5,10
6556,A,A,Noslin,Lazio,7,7,0,7,7,0,9,9,2,5,10
479,A,Pc,Sanabria,Cremonese,7,7,0,6,6,0,33,30,2,5,10
2475,A,A,Sanchez,Udinese,7,7,0,7,7,0,10,10,2,5,10
7213,A,Pc,Frigan,Parma,7,7,0,6,6,0,7,7,2,5,10
6653,A,A,Bravo,Udinese,6,6,0,6,6,0,22,22,2,5,10
6630,A,Pc,Mosquera,Verona,6,6,0,6,6,0,14,14,2,5,10
7199,A,A,Kilicsoy,Cagliari,6,6,0,6,6,0,14,14,2,5,10
6243,A,Pc,Borrelli,Cagliari,5,5,0,4,4,0,10,8,2,5,10
7129,A,W;A,Rodriguez Je.,Como,5,5,0,5,5,0,16,16,2,5,10
5515,A,A,Okereke,Cremonese,5,5,0,5,5,0,7,7,2,5,10
6669,A,Pc,Bonny,Inter,5,5,0,5,5,0,27,24,2,5,10
6001,A,W;A,Banda,Lecce,5,5,0,5,5,0,12,15,2,5,10
7001,A,W;A,N'Dri,Lecce,5,5,0,5,5,0,8,8,2,5,10
5455,A,A,Moreo,Pisa,5,5,0,5,5,0,16,16,2,5,10
1842,A,A,Pierini,Sassuolo,5,5,0,5,5,0,9,9,2,5,10
6205,A,Pc,Mulattieri,Sassuolo,5,5,0,4,4,0,10,8,2,5,10
6628,A,Pc,Taremi,Inter,4,4,0,3,3,0,5,4,2,5,10
6207,A,W;A,Almqvist,Parma,4,4,0,4,4,0,14,17,2,5,10
7153,A,Pc,Lind,Pisa,4,4,0,4,4,0,8,8,2,5,10
7161,A,Pc,Bayo V.,Udinese,4,4,0,4,4,0,12,12,2,5,10
6459,A,W;A,Karlsson,Bologna,3,3,0,3,3,0,7,7,2,5,10
5500,A,W;A,Cancellieri,Lazio,3,3,0,3,3,0,13,16,2,5,10
6644,A,Pc,Rocha Livramento,Verona,3,3,0,2,2,0,8,6,2,5,10
5506,A,A,Ekuban,Genoa,2,2,0,2,2,0,5,5,2,5,10
6836,A,Pc,Meister,Pisa,2,2,0,2,2,0,14,11,2,5,10
5845,A,Pc,Alvarez A.,Sassuolo,2,2,0,1,1,0,4,3,2,5,10
247,A,Pc,Pavoletti,Cagliari,1,1,0,1,1,0,3,3,2,5,10
7027,A,Pc,Azon,Como,1,1,0,1,1,0,5,3,2,5,10
6657,A,Pc,Gabrielloni,Como,1,1,0,1,1,0,1,1,2,5,10
505,A,A,Bonazzoli,Cremonese,1,1,0,1,1,0,22,22,2,5,10
6822,A,A,Ekhator,Genoa,1,1,0,1,1,0,3,3,2,5,10
2012,A,Pc,Milik,Juventus,1,1,0,1,1,0,5,3,2,5,10
6667,A,A,Benedyczak,Parma,1,1,0,1,1,0,13,13,2,5,10
7171,A,A,Buffon L.,Pisa,1,1,0,1,1,0,1,1,2,5,10
7158,A,Pc,Moro L.,Sassuolo,1,1,0,1,1,0,1,1,2,5,10
7159,A,Pc,Skjellerup,Sassuolo,1,1,0,1,1,0,1,1,2,5,10
6827,A,A,Njie,Torino,1,1,0,1,1,0,1,1,2,5,10
6635,A,Pc,Pizarro,Udinese,1,1,0,1,1,0,3,2,2,5,10
7162,A,A,Giovane,Verona,1,1,0,1,1,0,12,12,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
,,,,,,,,,,,,,#N/A,#N/A,#N/A
